,period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,Generation (MWh),value-units,timestamp
922,2023-06-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25688,megawatthours,2023-06-21
923,2023-06-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,334,megawatthours,2023-06-21
924,2023-06-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24814,megawatthours,2023-06-20
925,2023-06-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8016,megawatthours,2023-06-20
926,2023-06-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2643,megawatthours,2023-06-20
927,2023-06-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,332,megawatthours,2023-06-20
928,2023-06-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7268,megawatthours,2023-06-19
929,2023-06-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,335,megawatthours,2023-06-19
930,2023-06-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2659,megawatthours,2023-06-19
931,2023-06-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21947,megawatthours,2023-06-19
932,2023-06-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,320,megawatthours,2023-06-18
933,2023-06-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19018,megawatthours,2023-06-18
934,2023-06-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7326,megawatthours,2023-06-18
935,2023-06-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2662,megawatthours,2023-06-18
936,2023-06-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,324,megawatthours,2023-06-17
937,2023-06-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23957,megawatthours,2023-06-17
938,2023-06-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12032,megawatthours,2023-06-17
939,2023-06-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2498,megawatthours,2023-06-17
940,2023-06-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26798,megawatthours,2023-06-16
941,2023-06-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12959,megawatthours,2023-06-16
942,2023-06-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,320,megawatthours,2023-06-16
943,2023-06-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2377,megawatthours,2023-06-16
944,2023-06-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7720,megawatthours,2023-06-15
945,2023-06-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26128,megawatthours,2023-06-15
946,2023-06-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,319,megawatthours,2023-06-15
947,2023-06-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2583,megawatthours,2023-06-15
948,2023-06-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25155,megawatthours,2023-06-14
949,2023-06-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,9912,megawatthours,2023-06-14
950,2023-06-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2331,megawatthours,2023-06-14
951,2023-06-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-06-14
952,2023-06-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26306,megawatthours,2023-06-13
953,2023-06-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7991,megawatthours,2023-06-13
954,2023-06-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2569,megawatthours,2023-06-13
955,2023-06-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,313,megawatthours,2023-06-13
956,2023-06-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1933,megawatthours,2023-06-12
957,2023-06-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27506,megawatthours,2023-06-12
958,2023-06-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8176,megawatthours,2023-06-12
959,2023-06-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,303,megawatthours,2023-06-12
960,2023-06-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7081,megawatthours,2023-06-11
961,2023-06-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1980,megawatthours,2023-06-11
962,2023-06-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-06-11
963,2023-06-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27334,megawatthours,2023-06-11
964,2023-06-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1820,megawatthours,2023-06-10
965,2023-06-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-06-10
966,2023-06-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27661,megawatthours,2023-06-10
967,2023-06-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7168,megawatthours,2023-06-10
968,2023-06-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,235,megawatthours,2023-06-09
969,2023-06-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7563,megawatthours,2023-06-09
970,2023-06-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27849,megawatthours,2023-06-09
971,2023-06-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2579,megawatthours,2023-06-09
972,2023-06-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28130,megawatthours,2023-06-08
973,2023-06-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,246,megawatthours,2023-06-08
974,2023-06-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2439,megawatthours,2023-06-08
975,2023-06-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8233,megawatthours,2023-06-08
976,2023-06-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28173,megawatthours,2023-06-07
977,2023-06-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2038,megawatthours,2023-06-07
978,2023-06-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7851,megawatthours,2023-06-07
979,2023-06-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,246,megawatthours,2023-06-07
980,2023-06-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1476,megawatthours,2023-06-06
981,2023-06-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,243,megawatthours,2023-06-06
982,2023-06-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8418,megawatthours,2023-06-06
983,2023-06-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28076,megawatthours,2023-06-06
984,2023-06-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28948,megawatthours,2023-06-05
985,2023-06-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,9981,megawatthours,2023-06-05
986,2023-06-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2104,megawatthours,2023-06-05
987,2023-06-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,272,megawatthours,2023-06-05
988,2023-06-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29521,megawatthours,2023-06-04
989,2023-06-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,319,megawatthours,2023-06-04
990,2023-06-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8255,megawatthours,2023-06-04
991,2023-06-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2433,megawatthours,2023-06-04
992,2023-06-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2470,megawatthours,2023-06-03
993,2023-06-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7231,megawatthours,2023-06-03
994,2023-06-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,312,megawatthours,2023-06-03
995,2023-06-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,30457,megawatthours,2023-06-03
996,2023-06-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29451,megawatthours,2023-06-02
997,2023-06-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,325,megawatthours,2023-06-02
998,2023-06-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7412,megawatthours,2023-06-02
999,2023-06-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2518,megawatthours,2023-06-02
1000,2023-06-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6649,megawatthours,2023-06-01
1001,2023-06-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,324,megawatthours,2023-06-01
1002,2023-06-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2563,megawatthours,2023-06-01
1003,2023-06-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29187,megawatthours,2023-06-01
1004,2023-05-31,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26289,megawatthours,2023-05-31
1005,2023-05-31,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2419,megawatthours,2023-05-31
1006,2023-05-31,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,313,megawatthours,2023-05-31
1007,2023-05-31,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6501,megawatthours,2023-05-31
1008,2023-05-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2495,megawatthours,2023-05-30
1009,2023-05-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27342,megawatthours,2023-05-30
1010,2023-05-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6449,megawatthours,2023-05-30
1011,2023-05-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,296,megawatthours,2023-05-30
1012,2023-05-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,295,megawatthours,2023-05-29
1013,2023-05-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28258,megawatthours,2023-05-29
1014,2023-05-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2460,megawatthours,2023-05-29
1015,2023-05-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6269,megawatthours,2023-05-29
1016,2023-05-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1682,megawatthours,2023-05-28
1017,2023-05-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,5961,megawatthours,2023-05-28
1018,2023-05-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25911,megawatthours,2023-05-28
1019,2023-05-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,295,megawatthours,2023-05-28
1020,2023-05-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,5881,megawatthours,2023-05-27
1021,2023-05-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,313,megawatthours,2023-05-27
1022,2023-05-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23307,megawatthours,2023-05-27
1023,2023-05-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2425,megawatthours,2023-05-27
1024,2023-05-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7840,megawatthours,2023-05-26
1025,2023-05-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27435,megawatthours,2023-05-26
1026,2023-05-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2370,megawatthours,2023-05-26
1027,2023-05-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,312,megawatthours,2023-05-26
1028,2023-05-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27734,megawatthours,2023-05-25
1029,2023-05-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12082,megawatthours,2023-05-25
1030,2023-05-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2535,megawatthours,2023-05-25
1031,2023-05-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,269,megawatthours,2023-05-25
1032,2023-05-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25208,megawatthours,2023-05-24
1033,2023-05-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2670,megawatthours,2023-05-24
1034,2023-05-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,247,megawatthours,2023-05-24
1035,2023-05-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10864,megawatthours,2023-05-24
1036,2023-05-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,247,megawatthours,2023-05-23
1037,2023-05-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29791,megawatthours,2023-05-23
1038,2023-05-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2476,megawatthours,2023-05-23
1039,2023-05-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12488,megawatthours,2023-05-23
1040,2023-05-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2547,megawatthours,2023-05-22
1041,2023-05-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,32065,megawatthours,2023-05-22
1042,2023-05-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,237,megawatthours,2023-05-22
1043,2023-05-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13402,megawatthours,2023-05-22
1044,2023-05-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27328,megawatthours,2023-05-21
1045,2023-05-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,216,megawatthours,2023-05-21
1046,2023-05-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10863,megawatthours,2023-05-21
1047,2023-05-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2548,megawatthours,2023-05-21
1048,2023-05-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,32307,megawatthours,2023-05-20
1049,2023-05-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10277,megawatthours,2023-05-20
1050,2023-05-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,222,megawatthours,2023-05-20
1051,2023-05-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2501,megawatthours,2023-05-20
1052,2023-05-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2657,megawatthours,2023-05-19
1053,2023-05-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,215,megawatthours,2023-05-19
1054,2023-05-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10158,megawatthours,2023-05-19
1055,2023-05-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,32997,megawatthours,2023-05-19
1056,2023-05-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10840,megawatthours,2023-05-18
1057,2023-05-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,225,megawatthours,2023-05-18
1058,2023-05-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2662,megawatthours,2023-05-18
1059,2023-05-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29503,megawatthours,2023-05-18
1060,2023-05-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,227,megawatthours,2023-05-17
1061,2023-05-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2492,megawatthours,2023-05-17
1062,2023-05-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,16276,megawatthours,2023-05-17
1063,2023-05-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,32654,megawatthours,2023-05-17
1064,2023-05-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13033,megawatthours,2023-05-16
1065,2023-05-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,235,megawatthours,2023-05-16
1066,2023-05-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2470,megawatthours,2023-05-16
1067,2023-05-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,32847,megawatthours,2023-05-16
1068,2023-05-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8185,megawatthours,2023-05-15
1069,2023-05-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,33041,megawatthours,2023-05-15
1070,2023-05-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2541,megawatthours,2023-05-15
1071,2023-05-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,241,megawatthours,2023-05-15
1072,2023-05-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7050,megawatthours,2023-05-14
1073,2023-05-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,283,megawatthours,2023-05-14
1074,2023-05-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2406,megawatthours,2023-05-14
1075,2023-05-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27604,megawatthours,2023-05-14
1076,2023-05-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,7226,megawatthours,2023-05-13
1077,2023-05-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,300,megawatthours,2023-05-13
1078,2023-05-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26086,megawatthours,2023-05-13
1079,2023-05-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2435,megawatthours,2023-05-13
1080,2023-05-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,301,megawatthours,2023-05-12
1081,2023-05-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8371,megawatthours,2023-05-12
1082,2023-05-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2478,megawatthours,2023-05-12
1083,2023-05-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,31946,megawatthours,2023-05-12
1084,2023-05-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2523,megawatthours,2023-05-11
1085,2023-05-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,9549,megawatthours,2023-05-11
1086,2023-05-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26307,megawatthours,2023-05-11
1087,2023-05-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,311,megawatthours,2023-05-11
1088,2023-05-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6503,megawatthours,2023-05-10
1089,2023-05-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23106,megawatthours,2023-05-10
1090,2023-05-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,312,megawatthours,2023-05-10
1091,2023-05-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2601,megawatthours,2023-05-10
1092,2023-05-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27499,megawatthours,2023-05-09
1093,2023-05-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,316,megawatthours,2023-05-09
1094,2023-05-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6224,megawatthours,2023-05-09
1095,2023-05-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2365,megawatthours,2023-05-09
1096,2023-05-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1927,megawatthours,2023-05-08
1097,2023-05-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6419,megawatthours,2023-05-08
1098,2023-05-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,31102,megawatthours,2023-05-08
1099,2023-05-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,289,megawatthours,2023-05-08
1100,2023-05-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,297,megawatthours,2023-05-07
1101,2023-05-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2102,megawatthours,2023-05-07
1102,2023-05-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6187,megawatthours,2023-05-07
1103,2023-05-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24248,megawatthours,2023-05-07
1104,2023-05-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25675,megawatthours,2023-05-06
1105,2023-05-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-05-06
1106,2023-05-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1404,megawatthours,2023-05-06
1107,2023-05-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6099,megawatthours,2023-05-06
1108,2023-05-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29215,megawatthours,2023-05-05
1109,2023-05-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6281,megawatthours,2023-05-05
1110,2023-05-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,315,megawatthours,2023-05-05
1111,2023-05-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1336,megawatthours,2023-05-05
1112,2023-05-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,30894,megawatthours,2023-05-04
1113,2023-05-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-05-04
1114,2023-05-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,6417,megawatthours,2023-05-04
1115,2023-05-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,775,megawatthours,2023-05-04
1116,2023-05-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-05-03
1117,2023-05-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12222,megawatthours,2023-05-03
1118,2023-05-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1294,megawatthours,2023-05-03
1119,2023-05-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28775,megawatthours,2023-05-03
1120,2023-05-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1457,megawatthours,2023-05-02
1121,2023-05-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-05-02
1122,2023-05-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,11758,megawatthours,2023-05-02
1123,2023-05-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,30326,megawatthours,2023-05-02
1124,2023-05-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,29384,megawatthours,2023-05-01
1125,2023-05-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1191,megawatthours,2023-05-01
1126,2023-05-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-05-01
1127,2023-05-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,11065,megawatthours,2023-05-01
1128,2023-04-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,290,megawatthours,2023-04-30
1129,2023-04-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24397,megawatthours,2023-04-30
1130,2023-04-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2671,megawatthours,2023-04-30
1131,2023-04-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,8654,megawatthours,2023-04-30
1132,2023-04-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2391,megawatthours,2023-04-29
1133,2023-04-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,28082,megawatthours,2023-04-29
1134,2023-04-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13891,megawatthours,2023-04-29
1135,2023-04-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,295,megawatthours,2023-04-29
1136,2023-04-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2487,megawatthours,2023-04-28
1137,2023-04-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13928,megawatthours,2023-04-28
1138,2023-04-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,296,megawatthours,2023-04-28
1139,2023-04-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,27474,megawatthours,2023-04-28
1140,2023-04-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25236,megawatthours,2023-04-27
1141,2023-04-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2486,megawatthours,2023-04-27
1142,2023-04-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12568,megawatthours,2023-04-27
1143,2023-04-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,276,megawatthours,2023-04-27
1144,2023-04-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13338,megawatthours,2023-04-26
1145,2023-04-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2456,megawatthours,2023-04-26
1146,2023-04-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,26494,megawatthours,2023-04-26
1147,2023-04-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,304,megawatthours,2023-04-26
1148,2023-04-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2567,megawatthours,2023-04-25
1149,2023-04-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13484,megawatthours,2023-04-25
1150,2023-04-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-04-25
1151,2023-04-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25011,megawatthours,2023-04-25
